54470d6260874cbf9b081bf3e2ffb55d,Adelphi University
2c90acabbb7d45a0b24ed9b29aee1c31,American University
ad777460a8174d21820b5614d476d032,Andrews University
ab602473b45742b09f9d9b3c0978451c,Arizona State University- Tempe
b85a3286c18e410b96b60546933a5fba,Ashland University
7959fde91c364d45bf41af73a8004f2e,Auburn University
0627a7200b8046978cfe342a7fee1b35,Azusa Pacific University
e84fe750cbab48778751f490061cfcbf,Ball State University
23b9aea9b3a9487d9e7a3e6c097f6831,Baylor University
8a24dba3a0524df7af276fe6bb9db97c,Benedictine University
606d4b885bfc4559b3023be84d3dc626,Binghamton University- SUNY
14ecbd12908b43b494f6b0ca25743edb,Biola University
f423c1a6667d403a8c1c7a2b7029f137,Boston College
712514ddf7d94f59bbe17530dd7b5635,Boston University
62cbe3f2f70a49e180d319a27fc2f2f4,Bowling Green State University
e81edcad5946459f959be69d7e592e5d,Brandeis University
94fea9e3645a46dd8de10996b3235c9a,Brigham Young University- Provo
bc4de5ef7e3c4b809ddcaa0a1cf03bd3,Brown University
1beb48d0e4494851919d0548b2dfc9ea,California Institute of Technology
dbeadd6ec5a24b268772d145d09d4a26,California State University- Fresno
d8799d860db940ceb710e9e93b946602,California State University- Fullerton
985a060574404787915ad60c2f75a393,Carnegie Mellon University
f775263d05c94f79aefd8b2e30c785f1,Case Western Reserve University
f9ea2b2b76114751a3e165360b34be21,Central Michigan University
cdd50a0d96e049378b646a2080f34b1f,Clark University
a3c9aaed7a80483d9e12b2e740efed19,Clarkson University
8abdffc0952e4e9bac363bbe33aada8b,Clemson University
5ab852112f1047e39309b668b3a1d9cb,College of William & Mary
4e97abd7fa3b425ebe12df5003c91dfb,Colorado School of Mines
cd1a41be4f7f49df81e79da3d58faf08,Colorado State University
ffc0ca15a7ff4e4d9292261436580969,Columbia University
e53beea0ab924c1daa35f087a05a96f5,Cornell University
424a159a139c427193b96751d77d6290,Dallas Baptist University
40c8d426d4e14943bca0ac5a776bbd61,Dartmouth College
7ce2970b24b141129f3d0bd5685c6a94,DePaul University
cd5720318b6d44f796d088f7660a4c0e,Drexel University
eb6db45e9b0c41e1b08a70a02bf7ee10,Duke University
016745086ae8420d8c521e6e3b81bdf4,Duquesne University
0faa4fb79e304a57ab012581bc115140,East Carolina University
517cf469e84a4af4b8f06d5baa9ecc54,Edgewood College
e0c6471a78bb499c913ff4d5e993160c,Emory University
52014959a5764ef783015e2fffddc8d7,Florida Institute of Technology
53623d12180a4e61b7bc9952b2146a31,Florida State University
5e76ccc6a05c4209a54278a07a561046,Fordham University
4f77c73d30fc4f73b20fdc3588e59c0b,Gardner Webb University
ea9dc091271a42f78e758f6245afb98f,George Mason University
4fc46888909c40328b33f6a2ea03d9f5,George Washington University
8566ebb00f0f4700990d593fd27ee7ae,Georgetown University
85c1618f5e61424f9b558afc6feb74d4,Georgia Institute of Technology
60b912e4efe14277925f5bc6f25ff31d,Harvard University
cc439ebeb7bf4c77acdcefb31fc24f83,Hofstra University
f84778e42f784672a2adcf8bbd361aee,Howard University
6e5ec308c9ca4d6a96fed0498f8e483f,Illinois Institute of Technology
a8b031ce9bf1488794a7f1cb23df42b5,Illinois State University
088d6d653e574d4389c71b51d50d0488,Immaculata University
da646590e7b64c628b3b43406e945b40,Indiana University- Bloomington
4d481db5f7cc4b75a4e832b17575d4fc,Indiana University- Purdue University- Indianapolis
8148692d4ac74aeabc005c425b977639,Iowa State University
407ddaf5838d4cc995cd84149917aebf,Johns Hopkins University
2d714cca28684d189d001f4a465106c1,Kansas State University
635a7a9bcf1a438ea031d985a56c28b1,Kent State University
6b76971acc884f8782e62c4064d75712,Lehigh University
d0d8c4e66e9f47bb81b145f2044b8d3f,Lesley University
d16fe5ea860b4050a864ff6a7da26f5e,Lipscomb University
618250ab76cf4ff682c7fab036d32c9c,Louisiana State University- Baton Rogue
85ea798a8ea1436a8ed55039d8fb98e9,Louisiana Tech University
8c48b6fdac3c45adbdadbffef69d7392,Loyola University Chicago
125c22a8d50e4619a08e0a773b41915d,Marquette University
31c7946affc2417fabe8e38c087072c0,Maryville University of St. Louis
95e8b7fc2c144b9cbcd62ddad734505a,Massachusetts Institute of Technology
633e50a3192c4d95a53ee99392847072,Mercer University
c941254af7564ddb994972c72787f305,Miami University- Oxford
b6bc2e7f6d414e58b3d938db84b10c35,Michigan State University
d3763dba5ff840cdbdce1835142845e1,Michigan Technological University
4dfe77c0c9c946ea8737021d3ccde4b9,Mississippi State University
3e5218daaf4a44ab8a9afa1a9a96518c,Missouri University of Science & Technology
a93aef249d0f47fdbb094bc5c7541ba8,Montana State University
ce7e87fa4d9846ac8b1eff4841d8c0d5,Montclair State University
b3cf7bb0ad0f41ce8d4e7ba0ba52f368,New Jersey Institute of Technology
b177e1b0ce1b440390f966dc24b85f1b,New Mexico State University
5c8d47689ad64470a34542fa72f3817c,New School
8769861e80304d11b9113da8dd1aab2e,New York University
65588335b44142c98ec8d9a9875a475b,North Carolina State University- Raleigh
ab287951355f4378b0c5a1a5e7eabb01,North Dakota State University
73cb4587d08041f99d137a9f93297816,Northeastern University
bb8b8e0e937944fd8bbca5e1a5d62c97,Northern Illinois University
c10a997bc0a041769f0bc839cfef21a0,Northwestern University
f07235230e754cef84f95b2f5a13fa17,Nova Southeastern University
f0e099cfdbf24e3399979d04b8172d54,Ohio State University- Columbus
0109f0f0080c44ea9aa908252892aa84,Ohio University
22f7257752614e208992e3f8e5efbb26,Oklahoma State University
ec02f25c54024569913ee2ede40ae193,Old Dominion University
80d533c3312b41e3824ff0f8daccb9d5,Oregon State University
59d7f15fa10343d28c203e3d9d065eef,Pace University
fd7a346b4f124e06bb112352c8165f2d,Pennsylvania State University- University Park
9aa60e6d199b43a6b28bfd671235f9d6,Pepperdine University
209edbdb67984b46bf7459a55baa0ea8,Princeton University
e588f51d08e1442db2ffe3cc1e780fad,Purdue University-West Lafayette
583132f2eb5b44d6924e7b1c6eb4eb02,Rensselaer Polytechnic Institute
269802c51d554763b29bc0e21af0eec6,Rice University
76143b99d88c47c985674ba125235ecd,Robert Morris University
79b062ec0cc14c7f9f52984370fa0a72,Rochester Institute of Technology
9bbccbbb920b4b95ab9152472f4c1d4e,Rutgers University- New Brunswick
796bf758063342d6878a968c7e41f60e,Rutgers University- Newark
1752c07a04f644af9e256a4cec613348,Saint Louis University
2955b732cd7245e29712f54b71b9633c,San Diego State University
a132ab4d442c49a0894047d8e12ec841,Seattle Pacific University
0a1a12b3dcef43a1a80f95d013a1e030,Seton Hall University
f62ba8fb25634e298000cd50c4bb4ec2,Shenandoah University
aef9ffed7b6e465aa2463952bb9ac773,South Dakota State University
8834347ab31e45f2aeb6ed271c1ad37a,Southern Illinois University- Carbondale
c3a179aad5e44b8eb8191f2b260aeed4,Southern Methodist University
968d9f956d874535821bfc15d0b0a883,St John Fisher College
332ba6b21a024717895fb511575ad4a1,St. John's University
7e4417c8038f47eaade990cc6c9ece32,Stanford University
e81038f0952e4d50ab0efc1f963ac881,Stevens Institute of Technology
a0fffc8c6b3b4c7382047f851fcfd412,Stony Brook University- SUNY
28bb7429ceec4828b301dd9d07f6844b,Suffolk University
8745e8c6679a4f0c9261e21f27e1e0ec,SUNY College of Environmental Science and Forestry
a45e0989c70d4ade82ee79768ce5a464,Syracuse University
df08f4ddb55041ebad1695c54277df86,Temple University
cb479043199649799d8ffd0001cbb9d1,Tennessee Technological University
3cb97cb52350447097265dbc13c7dab5,Texas A&M University- College Station
277acfb80b784cb985617d9aaf9368e6,Texas Christian University
8b1c3a9d6ec14225b34226f4602185b5,Texas Tech University
26b3122c8ac04b4ca80d6a1606c5c1a0,The Catholic University of America
85d6a003d7e6403caaacedab300144ad,Tufts University
22a0d1aa71294cba8cdd360bdda51221,Tulane University
f23647cab7b54f0b8bae51a06a6c6f96,Union University
ef236b92d6334d9d8b5d589cc9fdc332,University at Albany- SUNY
ffea6cbfce824265a5835c6071c925c3,University at Buffalo- SUNY
165f4331b6d34bd1b17f8abb6414205f,University of Alabama
f7ae7a4df6eb48f789e80d422ae1b26a,University of Alabama- Birmingham
f87e3615853a40e39a626c74217436d7,University of Alabama- Huntsville
11d59bd4b4bd408b99d8550170cfbfd2,University of Alaska- Fairbanks
c447dab10c5a4636887a94b1f5c9dd55,University of Arizona
06eef7c8b67a4454ad1cb3476364d92b,University of Arkansas
5a43b0b8782c423b88f9e568c9f10691,University of California- Berkeley
4cd0db187669454e8fed5b530572c335,University of California- Davis
d3da7439911d4a42b9fe8ef4cc0adac3,University of California- Irvine
b4477555f703426ea8c7852ca6a952c0,University of California- Los Angeles
c4605e1fc8c14787b63c2ed3702ef751,University of California- Merced
fc1dbfc7bda44e5cb24a39fd8e23b399,University of California- Riverside
71531818ed50403196fc4d0b16efeb45,University of California- San Diego
ca4ff2de78d34417a78fd30bb51aaad7,University of California- Santa Barbara
6b680c34fa784ea5a6152dc44826ee09,University of California- Santa Cruz
aad1b4e095f0478286777df6b99b77b0,University of Central Florida
ff9309cfaa0d480b9f4bc848eee95d0c,University of Chicago
16755764fec94e7782224bb6d664e1c8,University of Cincinnati
3a8307629d8f4e3f895196637eaf83f3,University of Colorado- Denver
2db07efd627e4c2fb10a857d6166018c,University of Connecticut
d8d778fba07e4311b645d3d35a46191a,University of Dayton
43d7e99994c84f529de96e22bb99cd51,University of Delaware
7f1903e2b2464d99bb017900810e2f57,University of Denver
613d3e48f071410fb2e0535b835aac2e,University of Florida
165a3411ed2f406dbc6983e3ed9be55c,University of Georgia
62783e584ee74c8b96648f5a3c694817,University of Hartford
52ad673dc0f644d0a6fc7d7021cd3950,University of Hawaii- Manoa
09420357294449d9a3c5efe053910f3e,University of Houston
f5cf6166288743ddadf5a874c80618b1,University of Idaho
ce41d97ba0e446f0b74a95fdd6744324,University of Illinois- Chicago
a55b35e3290a4891b4d65cba1495ed19,University of Illinois- Urbana Champaign
4531c1c5aa4041e18db26c5a4c24f63f,University of Iowa
687617bdc7cc45da9cd57235f4deb4b3,University of Kansas
021a46c890964ff896ef9d85becacf1a,University of Kentucky
ddb6be44e8a7462ab0aa8211e8817b1a,University of La Verne
05f418492fda409ea3a0909ed533afa3,University of Louisville
e3268b8bf8a044b48e2962aace818d90,University of Maine
7d2a9af9adec41f6aae108b6a71babc5,University of Maryland College Park
4457a6de0db4491daf00da081c4ea01a,University of Maryland- Baltimore County
7bac043708bf4077ae92de30f6f79b58,University of Massachusetts- Amherst
ff20c469a955455ebff2174d533b7816,University of Massachusetts- Boston
9d23c54be71141d7b6a72bce2dcd7c35,University of Massachusetts- Dartmouth
cddf71ac6a4748a89f1edc00ed26414b,University of Massachusetts- Lowell
cd4e2cbd44c4481fbd24f9feedade233,University of Miami
20775bb1030e453385e136b182f6e3e0,University of Michigan- Ann Arbor
58b356d3ced64da892c5d44b45a28924,University of Minnesota- Twin Cities
c3f9109d68f145cea6a9d6b9402be4c5,University of Mississippi
8fe8d631c9b94e64a91a10821296b233,University of Missouri
a362fc06557549d79ed24b769c661a22,University of Missouri- Kansas City
9bcb43a2902348bd83ba95f74f816369,University of Missouri- St. Louis
02b5daeefeb54c60bddcf0b7fa8e35ab,University of Montana
6cf747c2a54e4410b96eeaa337d2c705,University of Nebraska- Lincoln
b0f12f2811244e60b3e3a8491d6b65c8,University of New Hampshire
ad12804613d347a482924fccd9b5739a,University of New Mexico
c0bfb4993bfe4f9e9fc6a940ba860e27,University of North Carolina- Chapel Hill
711e63e2414d4605ab9e486c74c017e2,University of North Carolina- Charlotte
f203496bdef0437ab2975fae61b3b53a,University of North Carolina- Greensboro
453703241bee48d08c41811ccad38c26,University of North Dakota
bb348500adac410ea1bff90010f46ca2,University of Notre Dame
e9cd155a278b4c55a5ab2d2b1aac17e3,University of Oklahoma
92941cac445b4f708e2f7b762e3e0d0e,University of Oregon
acbe302356ac42739c71847a5e26c839,University of Pennsylvania
2a11bf336f05461ebf3858d8460d16cf,University of Pittsburgh
5805046af3f241c0bc18823ac9867951,University of Rhode Island
5e6ff678b1364331bf1887c68c3639de,University of Rochester
fb5ec131971b441face63aa1db7898b2,University of San Diego
a979775714df450596d6c16926c072ea,University of San Francisco
4e16846f05ba44ca8c21501700c4c47b,University of South Carolina
76acecb29c2648079eff4ab2759e1b14,University of South Dakota
3de8c4d6136445389ceee11a803d7b5e,University of South Florida
ee2d0b2b1cab438fa6ba9e8b3b484dd7,University of Southern California
5a16829eb05d498f93f98b3348345bfb,University of Southern Mississippi
8ff844f26ba44139be3bf4e4f8cf65ea,University of St Thomas
284ea201b9784142a50a2b2265f54ade,University of Tennessee
b7f277bf4a4e424da3a69ba052c5a12a,University of Texas- Austin
bd89698e29a544c88fc19019404bea02,University of Texas- Dallas
acdbb6c3516d462996cf5008ccd833de,University of the Pacific
30b8736932e0476a9946457605afd98f,University of Tulsa
2549f397631a42a08609d3e0db38af4e,University of Utah
314859c7ae34455095654d64751a1fd6,University of Vermont
2796901030954d2b8301d75f34a5bc5c,University of Virginia
aabe7b95f4b943fbae84c1d8746fb155,University of Washington
2615837ffb9847ff886bffb6bbc7c83c,University of Wisconsin- Madison
5e31dd5a84ef4e878d268cdff4c1c654,University of Wyoming
78f6f8c3c8cc4e5e85cba19c855567c4,Utah State University
ba4fe9a87a7147b0ac248b67348bad4c,Vanderbilt University
21da635068104a0296359f240b06d568,Villanova University
fd8cf7f2514b4bcbb1e12e749babf9e4,Virginia Commonwealth University
bc4da01e237e4c5f8b42abc0bdfd32f5,Virginia Tech
142d6f13a87145f884fed4c9cdd74511,Wake Forest University
6dc1726bd77b4aac92d7b0610cba4965,Washington State University
01066b5d16ec4a8d9952f3ec29800ace,Washington University in St. Louis
2243b41adc34477c90852928ece6339b,West Virginia University
05cd23af5f014c368e54d6a83ffd0081,Western Michigan University
a934cce12b134051b38cf4c4dac764dc,Widener University
0f7328bcd1b544fa92c361a55eede739,Worcester Polytechnic Institute
4d5993e660834841a863f5de89d46984,Yale University
4526770bf6b7450ab82d5dee4bb62c69,Yeshiva University
